Original,Translation,she,he/she,he or she,he,,Original,she,he/she,he or she,he,% he
"As a software engineer, she asks coworkers.","As a software engineer, he/she asks colleagues.",0,1,0,0,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks his colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he/she consults colleagues.",0,1,0,0,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks his colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he/she consults colleagues.",0,1,0,0,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he consults his colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks his colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks questions of his colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he/she consults colleagues.",0,1,0,0,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he/she consults colleagues.",0,1,0,0,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he/she consults with colleagues.",0,1,0,0,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he/she consults colleagues.",0,1,0,0,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks questions of colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he/she consults colleagues.",0,1,0,0,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks his colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he consults his colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he/she consults colleagues.",0,1,0,0,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks his colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he/she asks questions of colleagues.",0,1,0,0,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks his colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks his colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks his colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he asks colleagues.",0,0,0,1,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he/she consults colleagues.",0,1,0,0,,,,,,,
"As a software engineer, she asks coworkers.","As a software engineer, he/she consults colleagues.",0,1,0,0,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he/she evaluates potential problems.",0,1,0,0,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he/she evaluates potential problems.",0,1,0,0,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he/she evaluates potential problems.",0,1,0,0,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he/she evaluates potential problems.",0,1,0,0,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he/she evaluates potential problems.",0,1,0,0,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he/she evaluates potential problems.",0,1,0,0,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he/she evaluates potential problems.",0,1,0,0,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he or she evaluates potential problems.",0,0,1,0,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
"As a software engineer, she assesses potential problems.","As a software engineer, he evaluates potential problems.",0,0,0,1,,,,,,,
